1,Carmelo Anthony,PF,29,NYK,48,48,38.6,9.6,21.4,.448,2.0,4.8,.414,7.6,16.5,.458,6.0,7.1,.844,2.2,6.4,8.6,3.0,1.1,0.7,2.4,2.9,27.1
103,P.J. Tucker,SF,28,PHO,51,51,30.4,3.3,7.8,.424,0.9,2.3,.409,2.4,5.5,.431,1.9,2.5,.784,2.1,4.2,6.3,1.8,1.2,0.3,1.2,2.4,9.4
104,Josh McRoberts,PF,26,CHA,51,51,30.2,3.1,7.0,.435,1.3,3.4,.379,1.8,3.6,.486,0.6,0.9,.688,1.1,4.0,5.1,4.1,0.9,0.5,1.1,2.5,8.1
105,Anderson Varejao,C,31,CLE,48,29,30.2,3.6,7.6,.482,0.0,0.1,.000,3.6,7.5,.489,1.5,2.1,.696,3.1,7.1,10.3,2.6,1.1,0.8,1.1,2.5,8.8
106,Nene Hilario,PF,31,WAS,44,32,30.2,5.4,11.1,.485,0.0,0.1,.200,5.4,11.0,.488,3.1,5.0,.613,1.3,4.7,5.9,3.1,1.3,1.0,2.1,3.1,13.9
107,David West,PF,33,IND,51,51,30.1,5.7,11.6,.494,0.1,0.2,.273,5.7,11.4,.498,2.2,2.8,.771,1.4,5.2,6.6,2.8,0.8,0.9,1.7,2.3,13.7
108,Carlos Boozer,PF,32,CHI,45,45,29.9,6.2,13.8,.452,0.0,0.0,,6.2,13.8,.452,2.3,3.0,.769,2.0,6.6,8.6,1.6,0.8,0.4,2.4,2.9,14.8
109,Andrea Bargnani,C,28,NYK,42,39,29.9,5.3,12.0,.442,0.7,2.6,.278,4.6,9.4,.487,2.0,2.4,.824,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3
110,Martell Webster,SF,27,WAS,49,13,29.6,3.7,8.3,.444,2.1,5.3,.401,1.6,3.0,.521,1.4,1.7,.852,0.5,2.9,3.4,1.4,0.6,0.2,0.8,2.0,10.9
111,Kobe Bryant,SG,35,LAL,6,6,29.5,5.2,12.2,.425,0.5,2.7,.188,4.7,9.5,.491,3.0,3.5,.857,0.3,4.0,4.3,6.3,1.2,0.2,5.7,1.5,13.8
112,Taj Gibson,PF,28,CHI,51,8,29.4,5.2,10.7,.484,0.0,0.1,.000,5.2,10.6,.488,2.5,3.4,.726,2.3,4.4,6.6,1.2,0.5,1.5,1.9,2.6,12.8
113,Mike Dunleavy,SF,33,CHI,51,30,29.4,4.1,9.3,.439,1.4,3.8,.378,2.6,5.5,.480,1.5,1.8,.806,0.5,3.4,3.9,2.1,0.8,0.5,1.3,1.8,11.0
114,Tim Duncan,C,37,SAS,48,48,29.4,6.2,12.5,.493,0.0,0.1,.000,6.2,12.5,.495,3.0,4.3,.700,2.2,7.9,10.0,2.9,0.5,2.1,2.2,1.7,15.4
115,Khris Middleton,SF,22,MIL,51,33,29.3,4.4,9.8,.445,1.4,3.2,.429,3.0,6.6,.453,1.4,1.6,.821,0.7,3.4,4.1,2.0,1.1,0.3,1.5,2.8,11.5
116,Paul Pierce,SF,36,BRK,44,37,29.1,4.1,9.8,.421,1.3,3.8,.339,2.8,6.0,.472,3.7,4.4,.839,0.4,4.3,4.8,2.9,1.1,0.5,2.2,2.4,13.2
117,Kirk Hinrich,PG,33,CHI,42,30,29.1,2.9,8.0,.364,1.0,3.3,.292,2.0,4.7,.414,1.5,1.9,.808,0.5,2.3,2.7,4.4,1.1,0.4,1.8,3.0,8.3
118,Harrison Barnes,SF,21,GSW,48,16,29.1,3.8,9.2,.415,0.9,2.2,.402,2.9,7.0,.420,1.8,2.4,.733,0.8,3.3,4.1,1.4,0.9,0.2,1.2,2.1,10.3
119,Mario Chalmers,PG,27,MIA,44,44,28.9,3.3,7.2,.464,1.2,3.0,.388,2.2,4.2,.519,1.8,2.4,.755,0.5,2.2,2.7,5.0,1.7,0.3,2.3,2.9,9.7
120,J.J. Redick,SG,29,LAC,30,30,28.8,5.4,11.7,.459,2.1,5.3,.396,3.3,6.4,.510,2.8,3.1,.914,0.3,1.8,2.1,2.2,0.8,0.1,1.2,1.9,15.7
121,Nick Young,SG,28,LAL,48,9,28.8,5.7,13.6,.419,1.7,4.8,.349,4.0,8.8,.457,3.8,4.6,.833,0.5,2.2,2.7,1.5,0.6,0.2,1.6,2.5,16.9
122,Channing Frye,PF,30,PHO,51,51,28.7,4.5,10.1,.449,2.2,5.5,.399,2.3,4.6,.509,1.0,1.2,.794,0.9,4.3,5.2,1.2,0.8,0.8,1.1,3.0,12.3
123,Dion Waiters,SG,22,CLE,47,9,28.6,5.5,13.2,.416,1.2,3.2,.362,4.3,10.0,.434,2.3,3.3,.688,0.5,2.4,2.9,2.7,0.9,0.2,2.3,2.2,14.4
124,Kawhi Leonard,SF,22,SAS,41,40,28.6,4.9,9.4,.517,0.8,2.5,.327,4.0,6.9,.585,1.1,1.5,.738,1.3,4.8,6.1,1.8,1.7,0.5,1.2,2.0,11.6
125,Amir Johnson,PF,26,TOR,50,47,28.6,4.4,8.0,.542,0.3,1.0,.260,4.1,7.0,.582,1.4,1.9,.716,2.4,4.3,6.7,1.2,0.6,1.1,1.6,3.6,10.3
126,Tyson Chandler,C,31,NYK,27,27,28.3,3.3,5.3,.611,0.0,0.0,,3.3,5.3,.611,1.8,2.9,.608,2.8,5.9,8.7,1.1,0.7,1.4,1.1,2.6,8.3
127,Reggie Jackson,PG,23,OKC,54,29,28.3,5.4,12.2,.440,1.0,3.1,.319,4.4,9.1,.481,1.9,2.2,.873,0.5,3.2,3.7,4.2,1.1,0.1,2.3,1.8,13.6
128,Terrence Jones,PF,22,HOU,47,42,28.2,5.0,9.4,.528,0.4,1.4,.294,4.6,8.0,.571,1.5,2.6,.582,2.0,5.3,7.3,1.2,0.6,1.4,1.0,1.8,11.9
129,James Anderson,SG,24,PHI,53,35,28.2,3.8,8.4,.451,1.1,3.7,.299,2.7,4.8,.567,1.1,1.5,.725,0.9,3.1,4.0,1.7,0.8,0.4,1.3,1.7,9.8
130,Gerald Green,SG,28,PHO,51,33,28.1,5.0,11.4,.442,2.4,6.2,.383,2.7,5.2,.511,1.7,2.1,.838,0.5,2.7,3.2,1.6,0.9,0.6,1.6,2.9,14.2
131,Jonas Valanciunas,C,21,TOR,51,51,28.0,4.3,8.4,.509,0.0,0.0,.000,4.3,8.4,.511,2.3,3.1,.737,2.9,5.9,8.7,0.7,0.3,0.9,1.8,3.2,10.8
132,J.J. Hickson,PF,25,DEN,50,47,27.9,4.8,9.4,.507,0.0,0.1,.000,4.8,9.3,.514,2.1,3.9,.546,3.0,6.4,9.3,1.4,0.7,0.7,1.8,2.6,11.7
133,Wesley Johnson,SF,26,LAL,51,39,27.9,3.4,8.1,.424,1.3,3.5,.367,2.2,4.6,.466,0.7,0.9,.822,0.9,3.1,3.9,1.5,1.0,1.1,1.1,2.6,8.9
134,John Henson,PF,23,MIL,40,20,27.9,5.2,9.8,.531,0.0,0.0,.000,5.2,9.8,.532,1.5,2.6,.573,2.4,5.6,8.0,1.6,0.6,2.2,1.6,2.6,11.9
135,Randy Foye,SG,30,DEN,49,46,27.7,4.0,9.8,.406,2.1,5.6,.366,1.9,4.1,.460,1.8,2.1,.861,0.3,2.3,2.7,3.0,0.7,0.5,1.5,2.5,11.8
136,Andrew Bogut,C,29,GSW,48,48,27.5,3.9,6.1,.636,0.0,0.0,,3.9,6.1,.636,0.4,1.1,.346,2.9,7.8,10.7,1.6,0.8,1.9,1.7,3.0,8.2
137,O.J. Mayo,SG,26,MIL,41,23,27.5,4.5,11.3,.396,1.6,4.4,.363,2.9,6.8,.418,1.7,1.9,.873,0.6,2.0,2.6,2.4,0.6,0.3,2.1,2.1,12.2
138,Jared Sullinger,PF,21,BOS,51,38,27.4,5.3,12.1,.440,0.7,2.5,.262,4.7,9.6,.488,2.1,2.7,.772,3.2,5.0,8.3,1.6,0.5,0.7,1.6,3.3,13.4
139,Brandon Bass,PF,28,BOS,53,44,27.4,4.1,8.7,.475,0.0,0.1,.667,4.1,8.6,.474,2.5,2.9,.853,1.7,4.1,5.8,1.1,0.5,1.0,1.2,2.6,10.8
140,Jordan Crawford,SG,25,TOT,51,35,27.4,4.2,10.4,.408,1.1,3.5,.317,3.1,6.8,.456,2.4,2.7,.876,0.5,2.3,2.8,4.9,0.8,0.1,2.1,1.8,11.9
141,Alec Burks,SG,22,UTA,51,8,27.4,4.7,10.6,.443,0.6,1.7,.345,4.1,8.9,.462,3.2,4.3,.741,0.7,2.5,3.2,2.6,0.8,0.2,1.7,2.3,13.2
142,Iman Shumpert,SG,23,NYK,49,49,27.2,2.5,6.5,.381,1.2,3.3,.354,1.3,3.2,.409,0.9,1.1,.778,1.1,3.5,4.6,1.8,1.2,0.2,1.2,2.9,7.0
143,Miles Plumlee,C,25,PHO,51,51,27.0,4.1,8.0,.509,0.0,0.0,,4.1,8.0,.509,1.1,2.1,.528,2.5,6.0,8.5,0.5,0.7,1.4,1.4,2.5,9.3
144,Rajon Rondo,PG,27,BOS,9,9,26.8,4.0,10.2,.391,0.8,2.7,.292,3.2,7.6,.426,0.3,0.7,.500,0.2,4.9,5.1,7.4,1.3,0.0,2.9,0.9,9.1
145,Ersan Ilyasova,PF,26,MIL,39,31,26.8,3.9,10.5,.375,0.7,2.5,.286,3.2,7.9,.403,1.5,1.8,.826,1.8,4.0,5.8,1.3,0.9,0.1,1.3,2.3,10.0
146,Jason Smith,PF,27,NOP,31,27,26.8,4.2,9.1,.465,0.0,0.0,,4.2,9.1,.465,1.3,1.6,.780,1.6,4.2,5.8,0.9,0.4,0.9,0.9,3.2,9.7
147,Thabo Sefolosha,SG,29,OKC,50,50,26.8,2.5,5.9,.419,0.8,2.5,.333,1.6,3.4,.482,1.0,1.3,.769,0.9,2.9,3.8,1.4,1.3,0.3,0.9,1.3,6.8
148,Richard Jefferson,SF,33,UTA,51,51,26.7,3.4,7.8,.435,1.5,3.5,.424,1.9,4.3,.443,1.7,2.2,.773,0.3,2.7,2.9,1.8,0.6,0.2,1.3,1.9,9.9
149,Tony Allen,SG,32,MEM,27,27,26.6,4.2,8.5,.493,0.2,1.0,.185,4.0,7.5,.535,1.7,2.4,.682,1.6,2.2,3.9,2.0,2.0,0.4,1.8,2.1,10.2
150,Al-Farouq Aminu,SF,23,NOP,50,49,26.6,3.1,6.7,.466,0.1,0.6,.241,3.0,6.1,.487,1.0,1.6,.625,1.7,5.0,6.7,1.5,1.1,0.6,1.2,1.8,7.4
151,Marvin Williams,PF,27,UTA,40,32,26.5,3.9,8.7,.450,1.6,4.0,.403,2.3,4.8,.489,0.8,1.0,.780,1.3,4.1,5.4,1.2,0.9,0.6,0.9,2.5,10.3
152,Jared Dudley,SF,28,LAC,54,42,26.4,3.0,6.8,.444,1.2,3.5,.356,1.8,3.3,.536,0.5,0.7,.650,0.5,1.7,2.2,1.5,0.6,0.1,0.9,2.3,7.8
153,Ray Allen,SG,38,MIA,46,9,26.4,3.2,7.3,.436,1.4,3.9,.348,1.8,3.3,.539,1.6,1.7,.900,0.3,2.7,3.0,2.1,0.8,0.1,1.4,1.7,9.3
154,Tayshaun Prince,SF,33,MEM,48,48,26.3,2.6,6.6,.386,0.3,1.0,.326,2.3,5.7,.396,0.5,0.9,.585,0.3,2.7,3.0,1.7,0.6,0.2,0.6,0.8,5.9
155,Rodney Stuckey,SG,27,DET,43,0,26.0,5.3,11.7,.453,0.4,1.1,.327,4.9,10.5,.467,3.3,4.1,.814,0.6,1.8,2.4,2.0,0.8,0.2,1.7,2.0,14.3
156,Terrence Ross,SG,22,TOR,51,32,25.8,3.7,9.0,.411,1.9,4.7,.400,1.8,4.3,.424,1.0,1.2,.810,0.5,2.8,3.3,0.9,0.7,0.4,1.1,2.2,10.3
157,Michael Kidd-Gilchrist,SF,20,CHA,32,32,25.7,3.0,6.5,.462,0.0,0.3,.111,3.0,6.2,.477,1.9,3.2,.604,1.5,3.3,4.9,0.9,0.7,0.7,1.3,2.6,7.9
158,Jarrett Jack,PG,30,CLE,50,8,25.7,3.2,8.0,.396,0.8,2.2,.370,2.4,5.8,.405,1.3,1.6,.827,0.2,2.4,2.6,3.6,0.6,0.3,1.6,1.5,8.5
159,Norris Cole,PG,25,MIA,50,6,25.7,3.0,6.7,.446,0.9,2.3,.381,2.1,4.4,.480,0.8,1.0,.813,0.2,2.1,2.3,3.2,1.1,0.1,1.7,1.9,7.6
160,Jason Thompson,PF,27,SAC,52,46,25.6,3.3,6.4,.507,0.0,0.0,,3.3,6.4,.507,1.1,1.7,.659,1.9,4.6,6.5,0.7,0.3,0.7,1.1,3.4,7.7
161,Alan Anderson,SF,31,BRK,49,25,25.4,2.9,7.3,.402,1.3,3.8,.346,1.6,3.5,.462,1.3,1.6,.821,0.6,1.9,2.5,1.2,0.8,0.2,0.9,2.1,8.5
162,Kyle Singler,SF,25,DET,51,5,25.4,3.0,6.8,.448,1.0,2.6,.363,2.1,4.1,.502,1.7,2.2,.770,1.4,2.2,3.6,0.6,0.6,0.5,1.0,2.5,8.7
163,Larry Sanders,C,25,MIL,23,20,25.4,3.3,7.0,.469,0.0,0.0,.000,3.3,7.0,.472,1.1,2.4,.473,2.6,4.6,7.2,0.8,0.8,1.7,1.1,3.2,7.7
164,D.J. Augustin,PG,26,TOT,41,9,25.4,3.6,8.9,.408,1.7,4.1,.402,2.0,4.8,.413,2.0,2.3,.884,0.2,1.4,1.6,4.5,0.9,0.0,1.8,2.1,11.0
165,Markieff Morris,PF,24,PHO,50,0,25.0,4.6,9.9,.463,0.4,1.3,.313,4.2,8.6,.485,2.9,3.7,.795,1.8,3.9,5.7,1.6,0.8,0.6,1.7,2.7,12.5
166,Marco Belinelli,SF,27,SAS,51,18,25.0,4.3,8.6,.503,1.5,3.5,.446,2.8,5.1,.542,1.0,1.3,.785,0.2,2.6,2.8,2.0,0.7,0.0,1.3,1.6,11.2
167,Enes Kanter,C,21,UTA,50,22,24.9,5.0,9.9,.501,0.0,0.0,,5.0,9.9,.501,1.7,2.3,.718,2.3,3.9,6.2,0.8,0.4,0.6,1.8,2.9,11.6
168,Shaun Livingston,PG,28,BRK,49,27,24.8,2.9,6.3,.459,0.0,0.1,.200,2.9,6.2,.464,2.0,2.3,.857,0.9,2.2,3.1,3.1,1.1,0.5,1.3,2.1,7.7
169,Kenneth Faried,PF,24,DEN,48,45,24.8,4.5,8.1,.547,0.0,0.1,.000,4.5,8.1,.552,1.6,2.8,.582,2.8,4.9,7.6,1.0,0.7,1.0,1.2,2.2,10.5
170,Boris Diaw,PF,31,SAS,49,14,24.8,4.0,7.3,.556,0.5,1.2,.426,3.5,6.0,.583,1.0,1.3,.762,0.8,2.8,3.5,2.4,0.5,0.4,1.5,1.7,9.6
171,Zaza Pachulia,C,29,MIL,22,12,24.7,2.5,6.1,.400,0.0,0.0,.000,2.5,6.1,.403,2.8,3.0,.938,2.9,3.5,6.4,2.0,1.0,0.2,1.7,2.5,7.7
172,Tyreke Evans,SF,24,NOP,43,0,24.7,4.6,11.3,.410,0.2,1.1,.149,4.5,10.2,.438,3.2,4.0,.803,1.0,3.4,4.3,4.3,1.2,0.3,2.1,2.2,12.7
173,Marcus Thornton,SG,26,SAC,45,25,24.5,3.1,8.2,.382,1.2,3.9,.316,1.9,4.3,.443,0.9,1.2,.808,0.9,1.9,2.8,1.0,0.7,0.2,0.8,1.6,8.4
174,Jeff Taylor,SF,24,CHA,26,8,24.2,3.2,8.4,.376,0.7,2.6,.269,2.5,5.8,.424,1.0,1.8,.553,0.6,1.7,2.3,0.8,0.5,0.2,1.0,2.4,8.0
175,Giannis Antetokounmpo,SF,19,MIL,46,21,24.2,2.4,5.6,.428,0.5,1.5,.314,1.9,4.1,.471,1.8,2.6,.681,1.1,3.5,4.5,1.7,0.7,0.7,1.7,2.4,7.0
176,Mo Williams,PG,31,POR,48,0,24.2,3.5,8.9,.395,1.1,3.0,.378,2.4,5.9,.404,0.9,1.0,.860,0.6,1.4,2.0,4.6,0.9,0.2,2.0,2.8,9.1
177,Vince Carter,SG,37,DAL,52,0,24.1,3.9,9.5,.409,1.5,4.1,.357,2.4,5.4,.449,2.0,2.5,.822,0.7,2.7,3.3,2.8,0.7,0.4,1.4,2.4,11.3
178,John Salmons,SG-SF,34,TOT,48,8,24.1,2.2,5.9,.370,1.0,2.4,.404,1.2,3.5,.347,0.6,0.7,.824,0.3,1.8,2.1,2.3,0.8,0.3,0.8,1.8,5.9
179,Kentavious Caldwell-Pope,SG,20,DET,49,40,24.0,2.7,6.8,.396,0.9,2.8,.316,1.8,4.0,.452,0.6,0.8,.750,0.4,1.7,2.1,0.9,1.1,0.1,0.4,2.1,6.9
180,Matt Barnes,SF,33,LAC,35,12,24.0,2.7,6.9,.384,1.1,3.4,.311,1.6,3.5,.455,1.0,1.5,.706,1.0,3.2,4.2,1.7,0.7,0.3,1.2,3.0,7.4
181,Tony Wroten,SG,20,PHI,46,12,24.0,4.8,11.5,.416,0.7,3.0,.235,4.1,8.5,.478,2.8,4.4,.623,1.0,2.3,3.3,3.0,1.0,0.2,2.8,2.0,13.0
182,Caron Butler,SF,33,MIL,32,12,23.8,3.8,10.1,.382,1.4,4.1,.346,2.4,6.0,.406,1.4,1.7,.849,0.5,4.1,4.6,1.7,0.7,0.3,1.5,1.9,10.5
183,Derrick Williams,SF-PF,22,TOT,49,11,23.8,2.9,6.7,.439,0.4,1.4,.257,2.6,5.3,.488,2.5,3.4,.739,1.0,3.2,4.2,0.8,0.7,0.3,1.0,1.7,8.7
184,Ramon Sessions,PG,27,CHA,52,7,23.7,3.4,8.5,.400,0.3,1.3,.215,3.1,7.3,.431,3.4,4.4,.789,0.4,1.7,2.1,3.7,0.6,0.1,1.7,0.9,10.5
185,Manu Ginobili,SG,36,SAS,42,2,23.7,4.2,9.3,.450,1.4,4.0,.353,2.8,5.3,.522,2.3,2.6,.865,0.5,2.8,3.3,4.5,1.0,0.2,2.0,1.9,12.1
186,Gerald Wallace,SF,31,BOS,52,11,23.6,1.8,3.6,.513,0.3,1.1,.310,1.5,2.5,.605,0.7,1.7,.430,0.6,3.0,3.6,2.5,1.2,0.3,1.7,1.3,4.8
187,Louis Williams,PG,27,ATL,37,5,23.5,3.1,8.2,.382,1.4,3.8,.366,1.7,4.4,.395,1.8,2.2,.838,0.2,1.7,1.9,3.6,0.9,0.1,1.6,1.1,9.5
188,Darren Collison,PG,26,LAC,54,19,23.5,3.5,7.6,.465,0.8,2.0,.380,2.8,5.6,.495,2.3,2.7,.868,0.5,1.8,2.3,3.6,1.1,0.2,1.6,1.8,10.1
189,Danny Green,SG,26,SAS,42,33,23.5,2.7,6.7,.406,1.6,4.1,.379,1.1,2.5,.449,0.7,0.8,.853,0.3,3.0,3.3,1.4,1.1,0.9,1.1,1.5,7.7
190,Ben McLemore,SG,20,SAC,52,26,23.4,2.8,7.6,.368,1.1,3.3,.333,1.7,4.3,.394,1.0,1.3,.794,0.7,2.1,2.8,1.0,0.5,0.2,1.0,2.3,7.8
191,Patrick Patterson,PF,24,TOT,47,7,23.3,3.7,7.7,.478,0.7,1.9,.367,3.0,5.8,.515,0.9,1.3,.729,1.9,3.4,5.3,1.1,0.7,0.4,1.0,2.3,9.0
192,Danny Granger,SF,30,IND,26,2,22.8,2.8,7.8,.356,1.0,3.3,.314,1.7,4.5,.388,1.8,1.9,.959,0.7,2.8,3.6,1.2,0.3,0.5,1.2,1.5,8.4
193,Courtney Lee,SG,28,TOT,48,16,22.8,3.8,7.6,.501,0.9,2.3,.391,2.9,5.3,.549,1.3,1.4,.882,0.3,1.8,2.1,1.4,0.9,0.4,0.9,1.5,9.8
194,Steve Nash,PG,39,LAL,10,10,22.5,2.7,7.5,.360,0.6,1.9,.316,2.1,5.6,.375,1.6,1.8,.889,0.2,1.5,1.7,4.7,0.3,0.1,1.9,1.4,7.6
195,James Johnson,SF,26,MEM,28,2,22.1,3.4,7.5,.455,0.5,2.1,.259,2.9,5.4,.530,1.3,1.6,.822,1.6,2.7,4.3,2.6,1.2,1.5,1.6,2.3,8.6
196,Jeremy Lamb,SG,21,OKC,54,0,22.1,4.0,8.8,.453,1.3,3.5,.363,2.7,5.3,.512,0.7,0.9,.848,0.4,2.4,2.8,1.6,0.7,0.4,0.8,1.9,10.0
197,Marcus Morris,SF,24,PHO,51,0,21.9,3.5,8.0,.437,1.2,3.3,.371,2.3,4.8,.481,1.7,2.1,.802,1.1,3.0,4.2,1.0,0.9,0.2,1.2,2.0,9.9
198,Xavier Henry,SF,22,LAL,31,5,21.8,3.3,7.7,.425,0.6,1.9,.339,2.6,5.8,.453,2.9,4.6,.622,0.6,2.2,2.8,1.2,1.1,0.2,1.4,1.9,10.1
199,Andray Blatche,PF,27,BRK,43,6,21.7,4.6,9.7,.475,0.2,0.8,.265,4.4,9.0,.494,2.2,3.0,.744,1.9,3.9,5.7,1.5,1.0,0.5,1.5,2.3,11.7
200,Greivis Vasquez,SG-PG,27,TOT,48,19,21.7,2.9,7.5,.383,0.9,3.0,.303,2.0,4.5,.435,1.2,1.4,.877,0.3,1.8,2.0,4.4,0.3,0.0,1.6,1.8,7.8
201,Kevin Garnett,C,37,BRK,43,43,21.5,3.0,7.1,.428,0.0,0.1,.000,3.0,7.0,.432,0.8,0.9,.872,1.1,5.7,6.9,1.5,0.9,0.7,1.3,2.5,6.8
202,Tiago Splitter,C,29,SAS,34,29,21.5,3.1,5.7,.544,0.0,0.0,.000,3.1,5.6,.547,2.0,2.9,.691,2.2,4.1,6.3,1.1,0.4,0.5,1.3,1.9,8.1
203,Maurice Harkless,SF,20,ORL,51,16,21.4,2.4,5.3,.456,0.6,1.5,.367,1.8,3.7,.492,1.2,1.9,.602,0.9,2.3,3.1,0.8,1.2,0.5,0.8,1.7,6.5
204,Jordan Farmar,PG,27,LAL,23,5,21.3,3.5,8.5,.415,1.3,3.3,.387,2.3,5.2,.433,1.0,1.3,.733,0.8,2.4,3.2,4.9,0.8,0.2,2.2,1.6,9.3
205,Nate Wolters,PG,22,MIL,40,13,21.3,2.6,6.5,.404,0.1,0.9,.143,2.5,5.6,.444,1.2,1.8,.653,0.6,1.8,2.3,3.4,0.7,0.3,0.9,0.9,6.6